id,question,A,B,C,D,E,answer,category,macro category
2626,"Una donna di 32 anni con una storia di infertilità da 4 anni è stata indotta ad ovulare con clomifene.  A 16 settimane di gestazione, si è notato che il fondo uterino si trovava a livello dell'ombelico.  Un'ecografia ha mostrato una gravidanza gemellare in due sacchi con due placente (una anteriore e l'altra posteriore).  Questa donna è a rischio di sviluppare quale delle seguenti condizioni?",infezione delle vie urinarie,ipertensione indotta dalla gravidanza,diabete gestazionale,bassi livelli materni di alfa-fetoproteina sierica,moniliasi vaginale,B,Area Clinica 2017,ostetricia e ginecologia
2627,Quale dei seguenti agenti può essere utilizzato per indurre il travaglio?,Prostaglandine E2,Ritodrina,Ossigene,Liquidi per via endovenosa,Indometacina,A,Area Clinica 2017,ostetricia e ginecologia
2628,Quale delle seguenti condizioni costituisce controindicazione all'uso della pillola anticoncezionale?,endometriosi,mastopatia fibrocistica,cisti ovarica sierosa,carcinoma mammario operato da più di 3 anni,nulliparità,D,Area Clinica 2017,ostetricia e ginecologia
2629,"Tra le seguenti descrizioni, quale è quella appropriata che indica la presenza di Neisseria gonorreae all'esame microscopico di una secrezione uretrale?","streptococco Gram positivo extracellulare AREA CLINICA Pag. 445/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",diplococco Gram positivo extracellulare,diplococco Gram negativo extracellulare,diplococco Gram positivo intracellulare,diplococco Gram negativo intracellulare,E,Area Clinica 2017,ostetricia e ginecologia
2630,Quale delle seguenti condizioni è indicativa della presenza anomala del tessuto che riveste la parete interna del utero in altri organi?,endometriosi,adenomiosi,miomatosi,mola vescicolare,ovariosi,A,Area Clinica 2017,ostetricia e ginecologia
2631,Quali delle seguenti affermazioni relative alla sindrome vulvo-vestibolare non è corretta?,rappresenta la forma prevalente di vulvodinia,è pressochè invariabilmente associata a dispareunia,di solito è assente dolore durante un rapporto sessuale,sono generalmente assenti lesioni vulvari od infezioni vulvo-vaginali evidenziabili,si può talvolta osservare dell'eritema maculare lungo il solco imenale ed a livello dell'apertura delle ghiandole vestibolari maggiori e minori.,C,Area Clinica 2017,ostetricia e ginecologia
2632,Quale dei seguenti tumori maligni più frequentemente metastatizza alla placenta ed al feto?,melanoma,leucemia,carcinoma mammario,carcinoma della cervice,carcinoma uterino,A,Area Clinica 2017,ostetricia e ginecologia
2633,Quale delle seguenti rappresenta la causa più frequentemente responsabile dell'aumento fisiologico della VES in gravidanza?,diminuzione delle gammaglobuline,aumento della beta globulina,aumento del fibrinogeno plasmatico,aumento della transferrina,aumento della prolattina,C,Area Clinica 2017,ostetricia e ginecologia
2634,In travaglio di parto la dilatazione del collo dell'utero si dice completa quando raggiunge quale delle seguenti dimensioni?,3 cm,5 cm,7 cm,10 cm,12 cm,D,Area Clinica 2017,ostetricia e ginecologia
2635,"In quale giorno i livelli di  LH raggiungono i livelli più alti in una donna che ha normalmente mestruazioni ogni 34 giorni? AREA CLINICA Pag. 446/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",11° giorno,14° giorno,17° giorno,20° giorno,23° giorno,D,Area Clinica 2017,ostetricia e ginecologia
2636,Quale delle seguenti condizioni è la causa più probabile di sanguinamento uterino disfunzionale in una donna di 28 anni  con un esame obiettivo negativo e nessun altro problema?,Sindrome dell'ovaio policistico,Contraccettivi orali,Dismenorrea fisiologica,Neoplasia ginecologica,Ipotiroidismo,A,Area Clinica 2017,ostetricia e ginecologia
2637,"Una donna di 33 anni sessualmente attiva si presenta con lesioni vaginali.  All'esame obiettivo, sui genitali esterni vi sono delle lesioni isolate, esofitiche, peduncolate, soffici e umide.  Le lesioni non sono dolorose e non sono ulcerate.  Quale delle seguenti è la diagnosi più probabile ?",Condiloma acuminato,Condiloma lato,Carcinoma vaginale a cellule squamose,Cancroide,Herpes genitale,A,Area Clinica 2017,ostetricia e ginecologia
2638,"Quale delle seguenti rappresenta la definizione corretta di ""ectropion"" nel campo ginecologico?",la presenza di endometrio in sede ectopica,una lesione infiammatoria della cervice,il prolasso dell'utero,un'eversione della mucosa endocervicale,una fistola retto-vaginale,D,Area Clinica 2017,ostetricia e ginecologia
2639,Quale delle seguenti è la classe predominante in immunoglobuline nel colostro?,IgM,IgG,IgA,IgD,IgE,C,Area Clinica 2017,ostetricia e ginecologia
2640,Quale delle seguenti non è una causa della ridotta lubrificazione vaginale?,Menopausa,Sindrome di Sjogren,Sindrome di Cushing,Sclerosi multipla,"Ipotiroidismo AREA CLINICA Pag. 447/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",C,Area Clinica 2017,ostetricia e ginecologia
2641,Quale delle seguenti rappresenta il rischio maggiore quando si esegue un taglio cesareo con incisione classica sul viscere uterino?,deiscenza della cicatrice in una gravidanza o in un travaglio successivo,formazione di aderenze,dolore nel post-operatorio,lesione dei vasi uterini,difficoltà a raggiungere la testa del feto per l'estrazione,A,Area Clinica 2017,ostetricia e ginecologia
2642,Quale dei seguenti criteri è utilizzato per fare diagnosi di endometriosi?,Anamnesi,Esame obiettivo,Storia di infertilità,Dosaggio sierico del CA 125,Visualizzazione diretta delle lesioni endometriosiche e biopsia,E,Area Clinica 2017,ostetricia e ginecologia
2643,Quale delle seguenti rappresenta la frequenza di presentazione podalica a termine?,1-2%,3-4%,5-10%,11-15%,16-20%,B,Area Clinica 2017,ostetricia e ginecologia
2644,Quale dei seguenti vaccini iniettabili è controindicato in gravidanza?,tetano,poliomielite,parotite,influenza,rabbia,C,Area Clinica 2017,ostetricia e ginecologia
2645,La maggioranza dei decessi da cancro della cervice sono secondarie a quale delle seguenti alterazioni?,insufficienza epatica da malattia metastatica,uremia e pielonefrite,infezione,emorragia incontrollabile,ostruzione intestinale,B,Area Clinica 2017,ostetricia e ginecologia
2646,Quale delle seguenti rappresenta la definizione corretta di placenta increta?,I villi coriali sono a diretto contatto con il miometrio,I villi coriali penetrano nel miometrio,I villi coriali raggiungono la sierosa,I villi coriali sono a diretto contatto con la decidua,"I villi coriali penetrano nella cervice AREA CLINICA Pag. 448/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",B,Area Clinica 2017,ostetricia e ginecologia
2647,Quale è il farmaco più appropriato per la terapia dell' haemophilus vaginalis?,metronidazolo,miconazolo,dienestrolo,sulfisoxazolo,deossiciclina,A,Area Clinica 2017,ostetricia e ginecologia
2648,Quale delle seguenti rappresenta la definizione corretta di placenta previa?,Una placenta che è inserita sul segmento uterino inferiore in parte o totalmente,Una placenta della primipara,Una placenta che viene estromessa prima del nascituro,Un distacco di placenta al 6 mese,Placenta previa è un termine desueto che non ha riscontri clinici,A,Area Clinica 2017,ostetricia e ginecologia
2649,Quale delle seguenti rappresenta il trattamento elettivo della presentazione di spalla?,ossitocina ad alto dosaggio,ventosa ostetrica,forcipe,taglio cesareo,Non e' necessario alcun intervento perche' e' una presentazione fisiologica,D,Area Clinica 2017,ostetricia e ginecologia
2650,Quale delle seguenti dichiarazioni che riguarda la frequenza dell'infezione fetale conseguente a rosolia materna è corretta?,E' più elevata se la rosolia materna è contratta nel 1° trimestre di gravidanza,E' più elevata se la rosolia materna è contratta nel 2° trimestre di gravidanza,E' più elevata se la rosolia materna è contratta nel 3° trimestre di gravidanza,E' più elevata in caso di reinfezione materna,E' più elevata se la donna è sotto i 30 anni d'età al momento dell'infezione,A,Area Clinica 2017,ostetricia e ginecologia
2651,Quale delle seguenti è causa di alti livelli materni di alfa fetoproteina alla 17°  settimana di gestazione?,trisomia 18,sindrome di Down,ritardo di crescita intrauterina,anencefalia,date sbagliate con una vera età gestazionale di solo 14 settimane,D,Area Clinica 2017,ostetricia e ginecologia
2652,Quale dei seguenti disturbi non viene lamentato da una donna affetta da endometriosis?,Dispareunia,Sterilità,Dolori alla defecazione,Dolori addominali periodici,Mastodinia,E,Area Clinica 2017,ostetricia e ginecologia
2653,"Quale è la definizione più appropriata per indicare la perdita prima ematica, poi sierosa, classica del puerperio? AREA CLINICA Pag. 449/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",menorragia,menometrorragia,lochiazione,metrorragia,eclampsia,C,Area Clinica 2017,ostetricia e ginecologia
2654,Quali delle seguenti può essere provocato dall'endometriosi?,incontinenza,amenorrea,leucorrea,dispareunia,anemia,D,Area Clinica 2017,ostetricia e ginecologia
2655,Quale delle seguenti rappresenta la causa organica più frequente alla base del disturbo da desiderio ipoattivo femminile?,Diabete mellito,Sindrome depressiva,Ipotiroidismo,Ipertiroidismo,Malnutrizione,B,Area Clinica 2017,ostetricia e ginecologia
2656,Quale delle seguenti presentazioni fetali non consente il parto spontaneo se il feto è normalmente sviluppato a termine?,presentazione di bregma,presentazione podalica,presentazione di fronte,presentazione di faccia,presentazione di vertice,C,Area Clinica 2017,ostetricia e ginecologia
2657,Da quale delle seguenti cellule viene prodotto l'ormone follicolostimolante (FSH)?,cellule cromofobe dell'adenoipofisi,cellule gonadotrope dell'adenoipofisi,cellule acidofile dell'adenoipofisi,cellule della teca interna,cellule dell nucleo anteriore dell'ipotalamo,B,Area Clinica 2017,ostetricia e ginecologia
2658,Quale delle seguenti è l'anomalia cromosomica più frequentemente riscontrata negli aborti nel primo trimester?,Sindrome di Turner,Poliploidia,Monosomia autosomica,Trisomia autosomica,Traslocazione non bilanciata,D,Area Clinica 2017,ostetricia e ginecologia
2659,"Di quali delle seguenti malattie cromosomiche è caratteristico lo pterigium colli? AREA CLINICA Pag. 450/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",sindrome di Down,sindrome di klinefelter,sindrome di Turner,sindrome di Patau,sindrome del cri di chat,C,Area Clinica 2017,ostetricia e ginecologia
2660,Quale delle seguenti rappresenta la causa più commune di ambiguità genitale nei bambini?,Non disgiunzione cromosomica,Disgenesia gonadica,Iperplasia congenital del surrene,Mosaicismo,Sindrome da insensibilità agli androgeni,C,Area Clinica 2017,ostetricia e ginecologia
2661,Quale dei seguenti non è un sintomo di morte intrauterina fetale (MIF)?,Mancata percezione materna dei movimenti attivi fetali,Mancato aumento di volume dell'utero,Aumento di peso materno,Regressione dei sintomi di gravidanza,Mancato rilevamento ecografico del battito cardiaco fetale,C,Area Clinica 2017,ostetricia e ginecologia
2662,Qual e' un sintomo clinico frequente del carcinoma endometriale?,Vaginiti ricorrenti,Dispareunia,Metrorragie,Nessuno dei citati,Amenorrea,C,Area Clinica 2017,ostetricia e ginecologia
2663,Quale delle seguenti rappresenta la localizzazione più frequente dell'endometriosi?,Superficie peritoneale dell'intestino tenue,Omento,Appendice,Vescica,Peritoneo del cavo del Douglas,E,Area Clinica 2017,ostetricia e ginecologia
2664,Quale è la causa più frequente di sterilità femminile?,Ormonale (anovulazione),Tubarica,Uterina,Congenita,Vaginale,A,Area Clinica 2017,ostetricia e ginecologia
2665,"Quale tra le seguenti affermazioni è corretta? AREA CLINICA Pag. 451/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,","il criterio diagnostico principale per il DSM-IV nel caso di vaginismo è la presenza di ""ricorrente o persistente spasmo involontario della muscolatura del terzo esterno della vagina, che interferisce con i rapporti"".",la vestibulectomia in caso di sindrome vulvo-vestibolare è finalizzata a rimuovere il tessuto condizionante la comparsa di dolore a livello del vestibolo vaginale,"la dispareunia profonda è caratteristica della endometriosi, della PID, del varicocele pelvico come pure di eventuali aderenze fibrotiche e di esiti attinici",tutte le affermazioni sono corrette,talvolta lo spasmo del vaginismo viene descritto come così prolungato e severo da indurre la comparsa di dolore,D,Area Clinica 2017,ostetricia e ginecologia
2666,Quale delle seguenti condizioni non è assoicata ad aumento dei livelli circolanti di prolattina?,Stress,Ipotiroidismo,Aanoressia nervosa,Acromegalia,Gravidanza,C,Area Clinica 2017,ostetricia e ginecologia
2667,In quale delle seguenti strutture avviene la seconda divisione maturativa dell'ovocita?,Utero,Ovaio,Peritoneo,Vagina,Tuba,E,Area Clinica 2017,ostetricia e ginecologia
2668,Quale è il tumore più facilmente ipotizzabile in presenza di elevati livelli di beta HCG?,tumore del seno endodermale,tumore della granulosa-teca dell'ovaio,cistoadenocarcinoma sieroso,tumore delle cellule di Sertoli-Leydig,coriocarcinoma,E,Area Clinica 2017,ostetricia e ginecologia
2669,Quale delle seguenti modificazioni della funzionalità renale e/o delle vie urinarie non si verificano nella gravidanza fisiologica?,Dilatazione degli ureteri,Aumento del flusso plasmatico renale,Aumento del flusso glomerulare,Diminuzione della clearence della creatinina,Aumentata eliminazione urinaria di glucosio,D,Area Clinica 2017,ostetricia e ginecologia
2670,L'emopoiesi extramidollare è molto frequente nel feto umano. Quale è il sito più importante di emopoiesi all'ottavo mese di gestazione?,sacco vitellino,milza,midollo osseo,"fegato AREA CLINICA Pag. 452/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",linfonodo,C,Area Clinica 2017,ostetricia e ginecologia
2671,Quale è il segno e/o sintomo più comune con cui si presenta il carcinoma endometriale?,aumento volumetrico dell'utero,colica addominale,emorragia,leucorrea,tutte le altre risposte indicate,C,Area Clinica 2017,ostetricia e ginecologia
2672,Quale delle seguenti patologie non rappresenta una causa di bassa statura in giovani donne?,Sindrome di Turner,Ipotiroidismo congenito non trattato,Iperplasia congenita del surrene,Morbo di Cushing,Obesità,E,Area Clinica 2017,ostetricia e ginecologia
