,id,question,A,B,C,D,E,answer,category,macro category
3246,3247,quali delle seguenti misure di prevenzione attuabile dal medico di medicina generale risponde a corretti requisiti di evidenza scientifica:,"ricerca del sangue occulto nelle feci a partire dai 40 anni, annuale","ricerca dell'antigene prostatico (psa) a partire dai 70 anni, ogni due anni",pap test a partire dal menarca e poi ogni 2 anni,dose booster di tetano - difterite agli adulti ogni 15 anni,misurazione dell'indice di massa corporea negli adulti ogni 2 anni,E,Area Preclinica 2018,prevenzione e deontologia medica
3247,3248,qual è il serbatoio principale dell'infezione da brucella ?,uomo,bovini,roditori,gatto,zanzare,B,Area Preclinica 2018,prevenzione e deontologia medica
3248,3249,la profilassi antitetanica con immunoglobuline viene attualmente prescritta in italia:,mai,nei soggetti venuti a contatto con malati di tetano,in ogni caso nei soggetti morsicati da mammiferi,nei soggetti venuti a contatto con ferri chirurgici contaminati con sangue o altri liquidi biologici,nei soggetti venuti a contatto con terreno contaminato,E,Area Preclinica 2018,prevenzione e deontologia medica
3249,3250,le precauzioni universali sono misure che gli operatori sanitari devono mettere in atto,per la prevenzione dell' infezione da hiv,per la prevenzione dell' infezione da hcv,per la prevenzione della tubercolosi,per la prevenzione della infezione da virus ebola,per la prevenzione di infezioni da microrganismi noti e non noti,E,Area Preclinica 2018,prevenzione e deontologia medica
3250,3251,la disinfestazione è:,"una pratica rivolta alla eliminazione di ogni forma di vivente, patogena e non, da un substrato o da un ambiente",una pratica rivolta a eliminare gli agenti patogeni da un substrato o da un ambiente,una pratica che mira alla eliminazione dei macroparassiti animali o vegetali o dei vettori,una pratica che mira alla rimozione meccanica dello sporco da un substrato o da un ambiente,nessuna delle risposte indicate è corretta,C,Area Preclinica 2018,prevenzione e deontologia medica
3251,3252,quale tra le seguenti vaccinazioni non è attualmente obbligatoria in italia per tutti i nuovi nati ?,antipolio,antiepatite b,antiepatite a,antidifterica,antitetanica,C,Area Preclinica 2018,prevenzione e deontologia medica
3252,3253,per quale di queste malattie non è previsto l'impiego di immunoglobuline specifiche?,tetano,morbillo,epatite virale b,colera,rabbia,D,Area Preclinica 2018,prevenzione e deontologia medica
3253,3254,le principali cause di morte nei paesi industrializzati sono rappresentate da:,malattie infettive,malattie non infettive,infortuni,condizioni materne e perinatali,deficienze nutrizionali,B,Area Preclinica 2018,prevenzione e deontologia medica
3254,3255,"se l'incidenza di malattia negli esposti è 0,40 (40%) e quella nei non esposti 0,1 (10%) il rischio relativo è:",2,4,"0,4",1,5,B,Area Preclinica 2018,prevenzione e deontologia medica
3255,3256,quale dei seguenti agenti immunobiologici è utilizzato per prevenire la rosolia :,vaccino batterico ucciso o inattivato,vaccino virale ucciso o inattivato,vaccino virale vivente attenuato,anatossina,vaccino batterico vivente attenuato,C,Area Preclinica 2018,prevenzione e deontologia medica
3256,3257,quale è il periodo di incubazione tipico della tossinfezione stafilococcica?,4 - 6 ore,2 - 6 mesi,6 - 18 giorni,15 - 150 giorni,1 - 2 giorni,A,Area Preclinica 2018,prevenzione e deontologia medica
3257,3258,a quale fenomeno patologico è collegata l'assunzione con l'acqua di un eccesso di nitrati?,gozzo,saturnismo,ipertensione arteriosa,danni ai denti e alle ossa,nessuno di quelli indicati,E,Area Preclinica 2018,prevenzione e deontologia medica
3258,3259,il sistema haccp riguarda:,la tecnica di esecuzione di indagini epidemiologiche sulle tossinfezioni alimentari,il monitoraggio dei contaminanti chimici nelle matrici ambientali,la sorveglianza e il controllo dei rischi occupazionali,l'analisi dei rischi e dei punti critici di controllo nei luoghi di produzione degli alimenti,nessuna delle risposte indicate,D,Area Preclinica 2018,prevenzione e deontologia medica
3259,3260,la disinfezione è:,"una pratica rivolta alla eliminazione di ogni forma di vivente, patogena e non, da un substrato o da un ambiente",una pratica rivolta a eliminare gli agenti patogeni da un substrato o da un ambiente,una pratica che mira alla eliminazione dei macroparassiti animali o vegetali o dei vettori,una pratica che mira alla rimozione meccanica dello sporco da un substrato o da un ambiente,nessuna delle risposte indicate è corretta,B,Area Preclinica 2018,prevenzione e deontologia medica
3260,3261,i lea (livelli essenziali di assistenza):,sono le prestazioni minime che il ssn assicura a tutti i cittadini indipendentemente dalla loro economicita' al fine di soddisfare i bisogni sanitari e le necessita' espresse dai soggetti destinatari delle prestazioni,"sono le tipologie di assistenza, i servizi e le prestazioni a carico del ssn individuati dal piano sanitario nazionale che presentano evidenze scientifiche di un significativo beneficio in termini di salute",sono le tipologia di assistenza ospedaliera che vengono garantite gratuitamente dal ssn a tutti i cittadini,sono i livelli di assistenza offerti gratuitamente a tutti i cittadini e utilizzati per soggetti le cui condizioni cliniche sono particolarmente gravi,nessuna delle risposte indicate,B,Area Preclinica 2018,prevenzione e deontologia medica
3261,3262,per quale tra le seguenti malattie non è attualmente disponibile un vaccino efficace ?,varicella,meningite da haemophilus influenzae,epatite a,epatite b,epatite c,E,Area Preclinica 2018,prevenzione e deontologia medica
3262,3263,il dipartimento di prevenzione (o di sanita' pubblica):,e' una struttura autonoma direttamente gestita dalle regioni che si occupa di tutela della salute collettiva,e' una struttura operativa dell'usl che garantisce la tutela della salute collettiva,e' una struttura di rilievo nazionale che si occupa di salute pubblica e protezione dell'ambiente,e' un ente senza autonomia organizzativa e contabile che emana ordinanze in materia di igiene e sanita',e' stato abolito dal d.lgs. 502/92 e successive modifiche,B,Area Preclinica 2018,prevenzione e deontologia medica
3263,3264,quale tra i seguenti fattori è fondamentale per poter intraprendere una campagna di screening:,elevata sensibilità del test,elevata specificità del test,possibilità di intervenire efficacemente sulla malattia in fase precoce,elevato valore predittivo del test,basso costo del test,C,Area Preclinica 2018,prevenzione e deontologia medica
3264,3265,se la mortalita' per tumore negli esposti a un fattore di rischio ambientale e' 42 per 100.000 e quella nei non esposti e' 21 per 100.000 il rischio relativo (rr) e':,"0,2",1,2,21,non si puo' calcolare,C,Area Preclinica 2018,prevenzione e deontologia medica
3265,3266,attraverso quale via si trasmettono rabbia e psittacosi ?,oro-fecale,da animali (zoonosi),via aerea,da artropodi,via sessuale,B,Area Preclinica 2018,prevenzione e deontologia medica
3266,3267,il vaccino antinfluenzale deve essere conservato:,in congelatore,in frigorifero,a temperatura ambiente,a temperatura ambiente non superiore ai 25°c,in termostato a 37°c,B,Area Preclinica 2018,prevenzione e deontologia medica
3267,3268,un fattore è considerato una causa necessaria ma non sufficiente di malattia se:,la malattia si verifica sempre e solo se il fattore è presente,il fattore è assente la malattia non può verificarsi,il fattore è presente la malattia si verifica sempre,la malattia si verifica anche in assenza di quel fattore,nessuna delle risposte indicate è corretta,B,Area Preclinica 2018,prevenzione e deontologia medica
3268,3269,la distruzione mirata di microrganismi patogeni è definita:,asepsi,sterilizzazione,disinfestazione,bonifica dell'ambiente,disinfezione,E,Area Preclinica 2018,prevenzione e deontologia medica
3269,3270,il vaiolo è stato dichiarato eradicato dall'oms nel:,1950,1960,1970,1980,1990,D,Area Preclinica 2018,prevenzione e deontologia medica
3270,3271,"le competenze in materia di controlli ambientali, sottratte alle usl con il referendum del 1993, sono attualmente svolte da:",agenzia sanitaria regionale,ministero dell'ambiente,assessorato regionale all'ambiente,agenzie regionali prevenzione e ambiente (arpa),istituto superiore di sanita',D,Area Preclinica 2018,prevenzione e deontologia medica
3271,3272,"poiché gli eterosessuali con molti partners sessuali e gli omosessuali sono considerati gruppi ad alto rischio per questa malattia, quale tra le seguenti è spesso considerata una malattia a trasmissione sessuale :",epatite a,epatite b,epatite c,epatite d,epatite e,B,Area Preclinica 2018,prevenzione e deontologia medica
3272,3273,il più importante beneficio della terapia ormonale sostitutiva post-menopausa è:,riduzione delle malattie cardiovascolari,riduzione del rischio di tumore al seno,riduzione del rischio di diabete,riduzione dell'osteoporosi,riduzione dell'artrosi,D,Area Preclinica 2018,prevenzione e deontologia medica
3273,3274,"in italia le prime due cause di morte sono: (1) malattie dell'apparato cardiovascolare; (2) malattie dell'apparato respiratorio; (3) malattie infettive, parassitarie e aids; (4) tumori.","1, 2","1, 3","1, 4","2, 3","2, 4",C,Area Preclinica 2018,prevenzione e deontologia medica
3274,3275,quali di queste vaccinazioni viene praticata obbligatoriamente in tutti i nuovi nati?,antimorbillosa,antitetanica,antirubeolica,antitubercolare,antipertossica,B,Area Preclinica 2018,prevenzione e deontologia medica
3275,3276,in italia nel 1994 ci sono state 8081 morti per la malattia x. quale altre informazioni sono necessarie per calcolare il tasso di mortalità specifico per la malattia x (annuale)?,le cause di morte nel 1994,il numero di malati della malattia x nel 1994,il numero di nati nel 1994,la popolazione italiana nel 1994 (a metà anno),nessuna delle risposte indicate è corretta,D,Area Preclinica 2018,prevenzione e deontologia medica
3276,3277,tutte le seguenti affermazioni sulla durezza dell'acqua sono corrette eccetto:,"esprime il contenuto di sali di metalli alcalino terrosi, in particolare calcio e magnesio",la durezza temporanea esprime il quantitativo di bicarbonati che con l'ebollizione precipitano in carbonati insolubili,"le acque dure sono sgradevoli al gusto, ma non dannose alla salute","i problemi riguardano le incrostazioni, la neutralizzazione dei saponi e la scorretta cottura dei legumi",la normativa prevede un valore limite massimo di 45° francesi,E,Area Preclinica 2018,prevenzione e deontologia medica
3277,3278,quale tra queste sostanze (o categorie di sostanze) presenti nell'aria atmosferica ha una azione cancerogena accertata?,ossido di carbonio,anidride carbonica,idrocarburi policiclici aromatici,biossido di azoto,ozono,C,Area Preclinica 2018,prevenzione e deontologia medica
3278,3279,il calore secco viene utilizzato per la sterilizzazione di:,vetreria e porcellana,garze e bende,effetti letterecci,terreni colturali,materiali di gomma,A,Area Preclinica 2018,prevenzione e deontologia medica
3279,3280,i derivati del dicumarolo agiscono come:,inibitori della colinesterasi,neurotossici,anticoagulanti,denaturanti le proteine protoplasmatiche,inattivanti gli enzimi preposti alla respirazione,C,Area Preclinica 2018,prevenzione e deontologia medica
3280,3281,in italia quale tra le seguenti vaccinazioni è obbligatoria per tutti i nuovi nati:,antirosolia,antipertosse,antimorbillo,antiepatite b,antivaricella,D,Area Preclinica 2018,prevenzione e deontologia medica
3281,3282,il tasso di prevalenza periodale permette di:,valutare l'efficacia di una terapia o di un intervento sanitario nella popolazione generale,valutare i fattori di rischio di malattia in un campione di soggetti esposti,valutare il quantitativo di malattia presente in una popolazione in un certo intervallo di tempo,valutare il quantitativo di malattia che si sviluppa in soggetti indenni in un certo intervallo,nessuna delle risposte indicate è corretta,C,Area Preclinica 2018,prevenzione e deontologia medica
3282,3283,la somministrazione di immunoglobuline rientra tra gli interventi di:,immunizzazione passiva artificiale,chemioterapia,immunità attiva naturale,immunità passiva naturale,vaccinoprofilassi,A,Area Preclinica 2018,prevenzione e deontologia medica
3283,3284,l'azione disinfettante dei derivati del cloro è inibita da:,presenza di sostanze organiche,elevata temperatura,elevata umidità,scarsità di ossigeno,presenza di sali metallici,A,Area Preclinica 2018,prevenzione e deontologia medica
