id,question,A,B,C,D,E,answer,category,macro category
2493,"L'ipotiroidismo: AREA PRE-CLINICA Pag. 420/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",può associarsi a sordità nella sindrome di Pendred,nella forma giovanile può determinare nanismo armonico,si manifesta con tachicardia e calo ponderale,nel neonato determina iperattività ed ipertono muscolare,si diagnostica in presenza di elevati livelli di TSH e di rT3,A,Area Preclinica 2016,patologia
2494,"Tutte le seguenti considerazioni riguardanti la fase preanalitica, nella determinazione di un esame di laboratorio sono corrette, tranne:","Il sesso, l'età e le abitudini di vita sono fattori di variabilità biologica.",L'esercizio fisico prima del prelievo può provocare un aumento della concentrazione sierica di alcuni enzimi.,Una agitazione molto energica e prolungata del campione di sangue è indispensabile per evitare il processo di coagulazione e non comporta alcun rischio di emolisi.,I campioni non devono essere esposti alla luce solare diretta in quanto quest'ultima può causare l'alterazione della concentrazione di alcuni analiti,La stasi venosa da applicazione del laccio per un tempo eccessivo causa un aumento fittizio dei livelli di molti componenti ematici,C,Area Preclinica 2016,patologia
2495,Il CA 125 é il marcatore tumorale d'elezione nelle neoplasie:,epatiche,del collo dell'utero,della tiroide,dell'ovaio,del colon retto,D,Area Preclinica 2016,patologia
2496,"Marco, 3 anni, presenta un ritardo di crescita ed un deficit mentale rispetto ai suoi coetanei. Esegue, pertanto, indagini ematochimiche che evidenziano: ipoglicemia, ipercolesterolemia, ipertrigliceridemia, elevati livelli di acido urico. Questo quadro suggerisce una diagnosi di:",diabete mellito tipo I,malattia di Fabry,neurofibromatosi tipo I,glicogenosi tipo I,glicogenosi tipo II,D,Area Preclinica 2016,patologia
2497,Il valore normale del pH arterioso è:,7.15-7.25,7.25-7.35,7.35-7.45,7.45-7.55,7.55.-7.65,C,Area Preclinica 2016,patologia
2498,Quale delle seguenti affermazioni relative alla malattia di Cushing è corretta:,i livelli di ACTH circolanti sono soppressi,è frequentemente causato da un macroadenoma ipofisario,si associa ad ipotensione arteriosa,"si associa ad irsutismo, seborrea, amenorrea nella donna AREA PRE-CLINICA Pag. 421/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",si associa a tremori diffusi,D,Area Preclinica 2016,patologia
2499,In base a quali valori di glicemia a 120' (mg%)si pone diagnosi di ridotta tolleranza ai carboidrati durante OGTT?,120-140,130-150,> 200,150-180,140-199,E,Area Preclinica 2016,patologia
2500,Qual è il reperto citodiagnostico caratteristico del pemfigo?,granulociti neutrofili,granulociti basofili,granulociti eosinofili,cellule acantolitiche,cellule balloniformi,D,Area Preclinica 2016,patologia
2501,Quali sono i test allergologici in vitro più utilizzati nella diagnosi di rinite o asma allergico?,PRIST,immunoglobuline,RAST,test di provocazione bronchiale,coltura cellulare per esami su eosinofili,C,Area Preclinica 2016,patologia
2502,Quale dei seguenti dati di laboratorio è di solito alterato nella fase acuta dell' enterite segmentaria?,Formula leucocitaria,Natriemia,Kaliemia,Ematocrito,Tutte le risposte indicate sono vere,E,Area Preclinica 2016,patologia
2503,Il processo aterosclerotico e' caratterizzato da:,iniziale deposizione di lipidi nell' intima,iniziale compromissione dell' intima e della tonaca muscolaris,iniziale coinvolgimento delle arteriole,reversibilita' per ulcerazione della capsula fibrosa,irreversibilita' di tutti gli stadi,A,Area Preclinica 2016,patologia
2504,"Tutte le seguenti affermazioni sul feocromocitoma sono corrette, tranne:",è frequentemente associata una sindrome MEN,è caratterizzato da alti livelli di catecolamine urinarie e acido vanilmandelico,"si manifesta con cefalea, sudorazione, tachicardia e palpitazioni","non è sensibile al trattamento con alfa-antagonisti AREA PRE-CLINICA Pag. 422/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",raramente si accompagna a iperparatiroidismo,D,Area Preclinica 2016,patologia
2505,I linfociti B partecipano alla difesa dell'organismo in quanto:,parte del sistema biologico cellulare aspecifico,parte del sistema meccanico di difesa,responsabile del braccio umorale dell'immunità antigene mediata,parte del sistema biologico cellulare specifico,responsabile del braccio umorale dell'immunità ritardata,C,Area Preclinica 2016,patologia
2506,"Tutte le seguenti affermazioni sul morbo di Conn sono corrette, tranne:",è la forma più frequente di ipertensione di origine corticosurrenalica,si manifesta più frequentemente tra i 30 e i 50 anni,"i sintomi principali sono cefalea, parestesie e crampi muscolari",la diagnosi è confermata da elevati livelli di aldosterone e attività reninica plasmatica,"a livello metabolico provoca ipokaliemia, alcalosi ed iperammoniemia",D,Area Preclinica 2016,patologia
2507,La glicemia a digiuno soglia per la diagnosi di diabete mellito è:,110 mg%,140 mg%,126 mg%,220 mg%,"nessuna, la diagnosi richiede l'OGTT",C,Area Preclinica 2016,patologia
2508,"Tutte le seguenti sono caratteristiche tipiche del diabete mellito, tranne:",esordio clinico improvviso nel caso del diabete tipo 1,"poliuria, polidipsia, polifagia nel diabete tipo 2",accumulo di corpi chetonici circolanti fino al coma chetoacidosico nel diabete tipo 1,"complicanze croniche renali, retiniche e nefrologiche",si associa a patologia ipotalamica,E,Area Preclinica 2016,patologia
2509,La concentrazione plasmatica del fibrinogeno è circa:,150 mg%,300 mg%,500 mg%,800 mg%,1250 mg%,B,Area Preclinica 2016,patologia
2510,La sindrome di Morris:,"è caratterizzata da cariotipo 46, XX","è caratterizzata da cariotipo 47, XYY",è una forma di pseudoermafroditismo femminile,"si presenta con genitali esterni femminili, vagina a fondo cieco, buon sviluppo mammario AREA PRE-CLINICA Pag. 423/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",i testicoli sono assenti,D,Area Preclinica 2016,patologia
2511,Il riscontro occasionale di un profilo lipoproteico aterogenico,è un sicuro indice di malattia cardiovascolare,è consigliato l'immediato ricovero del paziente,è correlato ad una malattia trasmessa geneticamente,è predittivo di malattia cardiovascolare in circa il 50% della popolazione che presenta tale profilo lipoproteico aterogenico,la sola causa possibile del profilo alterato è una dieta troppo ricca in lipidi.,D,Area Preclinica 2016,patologia
2512,La malattia di Chron puo' colpire:,il cavo orale,il cuore,l'aorta,l'encefalo,le coronarie,A,Area Preclinica 2016,patologia
2513,"La sintomatologia predominante dei diverticoli faringo - esofagei può essere caratterizzata dai seguenti sintomi tranne uno, quale?",Sensazione di corpo estraneo alla deglutizione,Alitosi,Disfagia,Rigurgito,Pirosi,E,Area Preclinica 2016,patologia
2514,La malattia alcolica e' piu' frequentemente associata a:,neoplasie gastriche,atrofia gastrica,neoplasie tiroidee,carcinomi endometriali,seminomi,B,Area Preclinica 2016,patologia
2515,"Se in corso di rettocolite ulcerosa si osserva rapida distensione colica, anche segmentarla, rapido peggioramento del quadro settico e rallentamento o scomparsa di peristalsi, va fatta diagnosi di:",perforazione intestinale,peritonite saccata,volvolo del colon,megacolon tossico,colite fulminante,D,Area Preclinica 2016,patologia
2516,"In tutte queste manifestazioni morbose la reazione di Waaler-Rose spesso risulta positiva, tranne:",epatopatie croniche,malattie infettive croniche,"malattie del collageno in genere AREA PRE-CLINICA Pag. 424/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",lupus eritematoso sistemico,carcinoma polmonare,E,Area Preclinica 2016,patologia
2517,Quale delle seguenti malattie si accompagna inizialmente a eosinofilia?,malaria,trichinosi,tifo addominale,iperplasia corticosurrenale,ogni flogosi suppurativa acuta,B,Area Preclinica 2016,patologia
2518,"La viscosità  del sangue è accresciuta in tutte le seguenti condizioni, tranne",iperglobulia eritrocitaria,aumentata flessibilità eritrocitaria,aumento del fibrinogeno,macroglobulinemia,crioglobulinemia,B,Area Preclinica 2016,patologia
2519,Tutti i tipi di immunoglobuline hanno in comune:,la composizione delle catene pesanti,la composizione delle catene leggere,la costante di sedimentazione,il peso molecolare,la funzione,B,Area Preclinica 2016,patologia
2520,"Nell'esame emocromocitometrico, il parametro RDW (Red Cell Distribution Width)",è una misura  del  volume eritrocitario totale e viene utilizzato per la diagnosi dei difetti di sintesi dell'emoglobina,è una misura della dispersione del volume degli eritrociti e viene utilizzato per la diagnosi differenziale delle anemie,è una misura del volume eritrocitario totale e viene utilizzato per la diagnosi differenziale delle anemie,indica la percentuale di blasti mieloidi in circolo,è una misura del contenuto emoglobinico medio degli eritrociti,B,Area Preclinica 2016,patologia
2521,Il mixoma del cuore colpisce:,il pericardio,l'arteria coronaria,il ventricolo destro,l'atrio sinistro,L'aorta,D,Area Preclinica 2016,patologia
2522,Quale delle seguenti affermazioni sull'osteoporosi è corretta?,l'osteoporosi post-menopausale è indotta dalla caduta del progesterone,l'osteoporosi senile è caratterizzata da ridotti livelli di PTH,"l'osteoporosi secondaria può essere indotta dai corticosteroidi AREA PRE-CLINICA Pag. 425/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",i livelli della calcemia sono sempre ridotti,colpisce in uguale misura uomini e donne,C,Area Preclinica 2016,patologia
2523,Nell'infarto miocardio si trova tipicamente elevata la concentrazione plasmatica,della creatin-fosfochinasi MB,della creatin-fosfochinasi BB,d. il rapporto MM/BB è superiore a 2,nell'infarto miocardio non si registra aumento della creatin fosfochinasi,della creatin-fosfochinasi MM,A,Area Preclinica 2016,patologia
2524,Quale esame di laboratorio è indicativo nella pratica clinica corrente di tifo esantematico?:,reazione di Widal,reazione di Weil-Felix,isolamento dal sangue dell'agente eziologico,striscio su sangue periferico,biopsia cutanea,B,Area Preclinica 2016,patologia
2525,Quali sono le forme cliniche principali della malattia di Hansen?,la tubercoloide e la pinta,la pinta e la framboesina,la framboesina e la lepromatosa,la lepromatosa e la tubercoloide,la tubercoloide e la framboesina,D,Area Preclinica 2016,patologia
2526,Il valore soglia della glicemia a digiuno in un soggetto di 40 anni sano è:,100 mg/dl,110 mg/dl,126 mg/dl,140 mg/dl,150 mg/dl,C,Area Preclinica 2016,patologia
2527,Un prolungamento del PTT con conseguente comparsa di sintomatologia emorragica può essere dovuto al deficit di quale dei seguenti fattori?,Chininogeno ad alto peso molecolare,Precallicreina,Fattore VII,Fattore XII,Fattore XI,E,Area Preclinica 2016,patologia
2528,Quali dei seguenti test sono predittivi di un significativo incremento nel  rischio di malattia cardiovascolare:,l'aumento di LDH2 (latticodeidrogenasi-2),aumento significativo del sottotipo 2a  e 2b delle HDL,"aumento della colesterolemia e LDL AREA PRE-CLINICA Pag. 426/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",una significativa diminuzione delle albumine plasmatiche,valori diminuiti dell' ACE (angiotensin converting enzyme),C,Area Preclinica 2016,patologia
2529,Qual è il test funzionale in grado di diagnosticare la presenza di BPCO in un fumatore?,test di diffusione al monossido di carbonio,emogasanalisi,test alla metacolina,spirometria con test di broncoreversibilità,test da sforzo cardiorespiratorio,D,Area Preclinica 2016,patologia
2530,Nell'infarto acuto del miocardio decade più lentamente:,aspartato aminotransferasi,alanina aminotransferasi,creatin fosfochinasi MB,troponina,mioglobina,D,Area Preclinica 2016,patologia
2531,"Esaminando i seguenti valori di emogasanalisi: pH 7.29, PaCO2 70 mm Hg, HCO3 36 mEq/l, PaO2 55 mm Hg. Qual è lo stato acido-base del paziente più probabile?",acidosi respiratoria,acidosi metabolica,alcalosi respiratoria,alcalosi metabolica,nessuna delle altre risposte indicate,A,Area Preclinica 2016,patologia
2532,Il tempo di protrombina valuta:,la sola funzionalità coagulativa,la funzionalità epatica,la funzionalità renale,la funzionalità pancreatica,la funzionalità splenica,B,Area Preclinica 2016,patologia
2533,Quale è il marcatore tumorale più indicato per il carcinoma della prostata:,AFP,MCA,CA 125,PSA,BRCA1,D,Area Preclinica 2016,patologia
2534,Quali sono i livelli raccomandati di HbA1c nel diabetico?,< 3%,"3%-5,4%","5,5%-7% AREA PRE-CLINICA Pag. 427/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,","7,5%-8,5%","8,6%-10%",C,Area Preclinica 2016,patologia
2535,Un paziente ha una diagnosi sospetta di brucellosi. Per confermare tale diagnosi richiediamo:,Reazione di Widal,Reazione di Wasserman,Reazione di Weil-Felix,Reazione di Paul Bunnel,Reazione di Wright,E,Area Preclinica 2016,patologia
2536,Una reticolocitosi fa pensare a:,insufficienza del midollo osseo,aumentata attività eritroblastica,aumento della funzionalità del sistema reticolo-istiocitario,aumento della quota immatura eritrocitaria,aumento della produzione di globuli bianchi,B,Area Preclinica 2016,patologia
2537,Quali di questi test possono essere utilizzati per il monitoraggio di un paziente diabetico?,il dosaggio di anticorpi anti-insula pancreatica,la curva di tolleranza al glucosio,la curva insulinemica,il dosaggio del peptide C,"glicemia, glicosuria, emoglobina glicata, fruttosamina",E,Area Preclinica 2016,patologia
2538,"Uomo, 44 anni, si presenta con petecchie cutanee multiple e con il seguente quadro ematologico: WBC 5300 / microL(v.n. 4.000 - 10.000 / microL); HGB 8.1 g/dL (v.n. 13,5 - 18 g/dL); HCT 24.9 % (v.n. 41 - 50%); MCV 99 fL (v.n. 80 - 94 fL); PLT 16.300 / microL (v.n. 150.000 - 400.000 / microL); PT 38' (v.n. 11' -13'); aPTT 55' (v.n. 30' - 45'); livelli di D-Dimero molto elevati. Quale è l'ipotesi diagnostica più probabile?",emofilia A,afibrinogenemia,deficit di Vitamina K,malattia di von Willebrand,CID,E,Area Preclinica 2016,patologia
2539,Il fattore reumatoide (RA test) è positivo:,nell'erisipela,nel reumatismo articolare acuto,nel morbo di Bechterew,nella glomerulonefrite acuta,in nessuna delle affezioni elencate,E,Area Preclinica 2016,patologia
