index,question,answer,macro_category,area,gemma,llama,mistral
5374,quale delle seguenti affermazioni è vera in caso di toxoplasmosi ?,A,medicina specialistica,Clinica,A,A,A
5375,attraverso quali dei seguenti liquidi biologici si trasmette l'hiv?,E,medicina specialistica,Clinica,E,E,E
5376,la polmonite lobare franca è caratteristicamente causata da:,A,medicina specialistica,Clinica,A,A,A
5377,il botulismo alimentare consegue abitualmente all'ingestione di:,B,medicina specialistica,Clinica,B,B,B
5378,l'epatite acuta da virus a:,C,medicina specialistica,Clinica,C,C,C
5379,le epatiti che si trasmettono per via oro-fecale sono:,A,medicina specialistica,Clinica,A,A,A
5380,quale è nella tripanosomiasi americana la manifestazione più grave e frequente della malattia cronica?,D,medicina specialistica,Clinica,D,D,D
5381,quale delle seguenti condizioni legate ad infezioni da toxoplasma gondii è a carico esclusivamente di pazienti immunodepressi:,C,medicina specialistica,Clinica,C,C,C
5382,la sepsi è caratterizzata da :,C,medicina specialistica,Clinica,E,E,E
5383,l'ossiuriasi è causata da:,C,medicina specialistica,Clinica,C,C,C
5384,quale dei seguenti è l'agente eziologico più frequentemente responsabile della osteomielite acuta?,C,medicina specialistica,Clinica,C,C,C
5385,qual è il vettore della leishmania donovani?,C,medicina specialistica,Clinica,C,C,C
5386,quale tra i seguenti agenti eziologici è causa più frequentemente di miocardite acuta?,B,medicina specialistica,Clinica,B,B,B
5387,l'herpes zoster,A,medicina specialistica,Clinica,A,A,A
5388,quale tra questi batteri provoca leucopenia?,B,medicina specialistica,Clinica,B,B,B
5389,la neoplasia più frequente in corso di aids è:,A,medicina specialistica,Clinica,A,A,A
5390,"in corso di mononucleosi infettiva, l'esame emocromocitometrico rivela caratteristicamente:",D,medicina specialistica,Clinica,D,D,D
5391,la meningite purulenta è caratterizzata dal seguente quadro liquorale:,C,medicina specialistica,Clinica,C,C,C
5392,"un giovane tossicodipendente per via e.v. ha presentato di recente, circa 4 mesi fa, un'epatite acuta da coinfezione hbv + hdv. il medico di medicina generale gli prescrive alcuni controlli di laboratorio per valutare lo stato di malattia. i risultati degli esami sono i seguenti: transaminasi gpt/alt e got/ast normali, anticorpi anti-hdv positivi, hbv-dna plasmatici negativo, anticorpi anti-hbs positivi, anticorpi anti-hbe positivi. sulla base di tali risultati comunica al giovane che è guarito. qual è il reperto che permette al medico di effettuare tale affermazione?",D,medicina specialistica,Clinica,C,C,C
5393,quali anomalie laboratoristiche si osservano spesso nel corso della mononucleosi infettiva?,C,medicina specialistica,Clinica,C,C,C
5394,la raccolta dell'espettorato per esame colturale può essere fatto:,D,medicina specialistica,Clinica,D,D,D
5395,la peste bubbonica e' trasmessa da:,B,medicina specialistica,Clinica,B,B,B
5396,in un soggetto che si è punto con un ago proveniente da un soggetto hcv-rna positivo:,B,medicina specialistica,Clinica,B,B,B
5397,la manifestazione più frequente della prima infezione da herpes simplex tipo 1 è:,B,medicina specialistica,Clinica,A,B,B
5398,chi ha un maggior rischio di essere infettato dal bacillo della tubercolosi?,E,medicina specialistica,Clinica,E,E,E
5399,"caso clinico: un paziente con il seguente esame del liquor: aspetto limpido, cellule 600 mmc (n=60% l=40%), glicoracchia ridotta, proteinoracchia aumentata è con ogni probabilità affetto da:",C,medicina specialistica,Clinica,C,A,C
5400,la sepsi è una condizione che si caratterizza per:,D,medicina specialistica,Clinica,D,C,B
5401,il virus ebola ha causato epidemie in:,D,medicina specialistica,Clinica,D,D,D
5402,un paziente affetto da botulismo quali segni presenta?,A,medicina specialistica,Clinica,A,A,A
5403,quale di queste malattie è un'infezione da chlamidie?,D,medicina specialistica,Clinica,D,D,D
5404,quale dei seguenti virus è la più probabile causa di sarcoma di kaposi:,C,medicina specialistica,Clinica,C,C,C
5405,indica il trattamento della dissenteria amebica:,C,medicina specialistica,Clinica,C,C,C
5406,"nelle meningiti, la cefalea è segno di:",A,medicina specialistica,Clinica,A,A,A
5407,"in un paziente affetto da colera, il primo presidio terapeutico consiste nel:",D,medicina specialistica,Clinica,D,D,D
5408,la polmonite lobare è in genere provocata da:,C,medicina specialistica,Clinica,C,C,C
5409,"paziente con febbre, eritema migrante, cefalea e dolori articolari è affetto più probabilmente da:",C,medicina specialistica,Clinica,C,C,C
5410,quali alimenti sono più facilmente responsabili della intossicazione da stafilococco aureo?,A,medicina specialistica,Clinica,A,A,A
5411,le meningiti sono processi infiammatori:,C,medicina specialistica,Clinica,C,C,C
5412,per quale di queste epatiti esiste un vaccino,D,medicina specialistica,Clinica,D,D,D
5413,la strategia dots (directly observed therapy) nella tbc prevede:,A,medicina specialistica,Clinica,A,A,A
5414,"prodromi di febbre sin oltre 40°c, congiuntivite, fotofobia, coriza, malessere generale, seguiti da rash maculo-papulare eritematoso (da faccia a tronco ad arti inclusi palmo delle mani e pianta dei piedi). questo quadro clinico è suggestivo di:",B,medicina specialistica,Clinica,B,B,B
5415,"nella brucellosi, la febbre:",B,medicina specialistica,Clinica,B,B,B
5416,"in presenza di febbre, tachicardia, ipotensione, tachipnea e leucopenia si potrebbe pensare a:",C,medicina specialistica,Clinica,C,C,D
5417,la forma più grave di malaria è quella dovuta al:,B,medicina specialistica,Clinica,B,B,B
5418,per quale delle seguenti patologie è indicata una terapia antibiotica?,C,medicina specialistica,Clinica,C,C,C
5419,la malaria è diffusa,E,medicina specialistica,Clinica,E,E,E
5420,"non dovrebbero assumere la vaccinazione mmr ( morbillo, parotite, rosolia):",E,medicina specialistica,Clinica,E,E,A
5421,il periodo finestra per hiv è:,C,medicina specialistica,Clinica,C,C,C
5422,un paziente ha una diagnosi sospetta di tifo addominale. per confermare tale diagnosi richiediamo:,A,medicina specialistica,Clinica,A,A,A
5423,le malattie di origine virale nella maggior parte dei casi sono accompagnate da:,D,medicina specialistica,Clinica,D,D,D
5424,"l'emocoltura consiste nella coltura del sangue per la ricerca di agenti patogeni causa di malattie disseminate (per esempio: sepsi, endocardite, etc.).",D,medicina specialistica,Clinica,D,D,D
5425,quale patologia cutanea e' a maggior rischio di sviluppare herpes simplex severo:,A,medicina specialistica,Clinica,A,A,A
5426,"tutte le seguenti affermazioni riguardo la toxoplasmosi sono corrette, tranne:",A,medicina specialistica,Clinica,B,A,A
5427,che cosa è l'influenza aviaria?,A,medicina specialistica,Clinica,A,A,A
5428,quale tra i seguenti agenti patogeni è più frequentemente responsabile di polmoniti negli anziani?:,C,medicina specialistica,Clinica,C,C,C
5429,quale sarebbe il comportamento coretto qualora si volesse procedere alla vaccinazione antirosolia in una donna in età feconda?,C,medicina specialistica,Clinica,C,C,C
5430,la principale manifestazione clinica della brucellosi acuta-subacuta è la,A,medicina specialistica,Clinica,A,A,A
5431,l'insieme di accorgimenti utilizzati per evitare di introdurre microrganismi in ambienti sterili è definita:,B,medicina specialistica,Clinica,B,B,B
5432,quale delle seguenti affezioni non è un'infezione opportunistica definente l'aids?,D,medicina specialistica,Clinica,D,D,D
5433,quale dei seguenti è il sintomo più comune di mononucleosi infettiva:,B,medicina specialistica,Clinica,B,B,B
5434,quali sono le sedi più frequentemente interessate nella malattia di lyme?:,D,medicina specialistica,Clinica,D,D,D
5435,un bambino di 6 mesi che dopo 3 giorni di febbre elevata presenta una brusca remissione della temperatura con comparsa di un esantema rosaceo esteso a tutta la cute è affetto da:,B,medicina specialistica,Clinica,B,B,B
5436,una corretta profilassi anti malarica con clorochina va eseguita:,D,medicina specialistica,Clinica,C,D,D
5437,"in un soggetto immune nei confronti del virus b dell'epatite, l'infezione da virus delta (hdv) si manifesta:",E,medicina specialistica,Clinica,D,E,E
5438,"caso clinico: circa 5 ore dopo la fine di una festa di matrimonio, alcuni invitati accusano dolori addominali, vomito e diarrea. quale è la diagnosi più probabile?:",C,medicina specialistica,Clinica,C,C,C
5439,quale esame fareste eseguire nel sospetto di una teniasi?,E,medicina specialistica,Clinica,E,E,E
5440,"tutti i seguenti sono sintomi frequenti dell'infezione primaria da hiv, tranne:",E,medicina specialistica,Clinica,E,E,E
5441,la patogenesi delle manifestazioni cutanee in corso di malattie infettive è legata a:,E,medicina specialistica,Clinica,E,E,E
5442,la sterilizzazione comporta:,B,medicina specialistica,Clinica,A,B,B
5443,"da un punto di vista epidemiologico, l'epatite a è associata soprattutto con:",C,medicina specialistica,Clinica,C,C,C
5444,la manifestazione clinica più frequente della toxoplasmosi nell'adulto immunocompetente è la,D,medicina specialistica,Clinica,D,D,D
5445,la leucopenia è frequente in corso di:,D,medicina specialistica,Clinica,D,D,D
5446,l'orchite è una possibile complicanza di una delle seguenti malattie infettive. quale?,D,medicina specialistica,Clinica,D,D,D
5447,i neonati da madre con infezione da hiv sono:,A,medicina specialistica,Clinica,B,E,A
5448,quale tra questi è l'agente più frequentemente causa di epatite fulminante?,C,medicina specialistica,Clinica,C,C,C
5449,"tutti i seguenti virus determinano una sindrome mononucleosica, tranne:",E,medicina specialistica,Clinica,A,E,A
5450,l'epatite da virus delta può verificarsi solamente in caso di contemporanea presenza di infezione da:,B,medicina specialistica,Clinica,B,B,B
5451,quale delle seguenti strutture è più frequentemente colpita nell'infezione da cytomegalovirus nell'adulto?,B,medicina specialistica,Clinica,D,C,E
5452,la terapia d'attacco della meningite tubercolare dovrebbe comprendere 4 farmaci antitubercolari. quale dei seguenti farmaci non è indicato?:,A,medicina specialistica,Clinica,A,A,A
5453,le polmoniti di comunita'sono quelle:,D,medicina specialistica,Clinica,D,D,D
5454,"la chikungunya nota dal termine swahili come ""malattia dell'uomo curvo"" e' patologia trasmessa:",A,medicina specialistica,Clinica,A,A,A
5455,qual è l'agente etiologico della febbre q?,E,medicina specialistica,Clinica,E,E,E
5456,le complicanze principali provocate dall'infezione del virus aviario nell'uomo,E,medicina specialistica,Clinica,E,E,E
5457,i condilomi sono dovute ad infezione da:,A,medicina specialistica,Clinica,A,A,A
5458,la vaccinazione anticolerica conferisce:,E,medicina specialistica,Clinica,D,E,E
5459,quale dei seguenti marcatori sierologici consente la diagnosi eziologica di epatite virale acuta di tipo b?,D,medicina specialistica,Clinica,D,D,D
5460,l'importanza in patologia umana degli streptococchi viridanti è legata principalmente a:,B,medicina specialistica,Clinica,B,B,B
5461,farmaci di prima scelta nel trattamento della brucellosi sono:,A,medicina specialistica,Clinica,A,A,A
5462,"tutte queste malattie si trasmettono per via sessuale, tranne:",A,medicina specialistica,Clinica,A,A,A
5463,il segno di koplik è presente in corso di:,B,medicina specialistica,Clinica,B,B,B
5464,l'endocardite infettiva dei tossicodipendenti che assumono la droga per vena è generalmente dovuta a:,A,medicina specialistica,Clinica,A,A,A
5465,"tutte le seguenti affezioni morbose possono dare una falsa positività delle reazioni per la lue, tranne:",E,medicina specialistica,Clinica,C,E,C
5466,l'erisipela è causata da:,A,medicina specialistica,Clinica,A,A,A
5467,quale delle seguenti alterazioni liquorali differenzia le meningiti batteriche da quelle virali?,C,medicina specialistica,Clinica,C,C,C
5468,la flora batterica normale presente nell'organismo,A,medicina specialistica,Clinica,A,A,A
5469,un soggetto vaccinato per l'epatite b è:,E,medicina specialistica,Clinica,E,E,E
5470,i cestodi:,D,medicina specialistica,Clinica,D,D,D
5471,quale dei seguenti vaccini contiene virus vivi attenuati?,D,medicina specialistica,Clinica,D,D,D
5472,la perforazione intestinale rientra tra le complicanze in corso di:,B,medicina specialistica,Clinica,A,B,B
5473,l'immunità passiva alle infezioni è quella che si acquisisce,A,medicina specialistica,Clinica,A,A,A
5474,"una giovane di 25 anni accusa febbricola, faringodinia e astenia. dopo 24 ore la febbre aumenta e la paziente nota la comparsa di alcuni linfonodi al collo. consulta il medico che riscontra: linfonodi aumentati in tutte le stazioni linfatiche superficiali, subittero sclerale, faringe arrossato e alcune placche biancastre ad entrambe le tonsille.gli esami ematochimici evidenziano: hb 13,5g/dl, gr 4.260.000/mmc, gb 25.000/mmc con la seguente formula: n 21%, e 2,5%, b 0,5%, l 39%, m 28%, grandi cellule linfocitarie 9%; piastrine 350.000/mmc; ast 250 ui/l, alt 900 ui/l, bilirubina tot 3,5 mg/dl, bilirubina diretta 1,8 mg/dl. l'agente patogeno verosimilmente responsabile di questa malattia è",A,medicina specialistica,Clinica,A,A,A
5475,la profilassi della meningite meningococcica in contatti stretti di un caso si effettua con:,B,medicina specialistica,Clinica,B,B,B
5476,le spirochete del genere borrelia possono causare:,B,medicina specialistica,Clinica,B,B,B
5477,"la terapia del morbo di hansen, forma tubercoloide è:",C,medicina specialistica,Clinica,C,C,C
5478,la scarlattina è causata da:,A,medicina specialistica,Clinica,A,A,A
5479,l'idatidosi è causata da:,A,medicina specialistica,Clinica,A,A,A
5480,nel botulismo alimentare la malattia è determinata:,B,medicina specialistica,Clinica,B,B,B
5481,"nell'infezione da hiv, il livello viremico è più alto e quindi il rischio di trasmissione è maggiore:",D,medicina specialistica,Clinica,D,D,D
5482,"un pensionato di 76 anni, ex minatore con silicosi polmonare, dopo 2 gioni di febbre elevata con otalgia destra presenta delirio confuso ed entra in coma. all'e.o. vengono evidenziati segni meningei, herpes labialis, opacamento della membrana timpanica destra. la t.c. del cranio non evidenzia alterazioni cerebrali ma mette in evidenza flogosi dell'orecchio medio e delle cavità mastoidee di destra. gli esami di laboratorio evidenziano leucocitosi neutrofila. l'esame del liquor dimostra pleiocitosi neutrofila, ipoglicorrachia, iperprodidorrachia. qual è l'orientamento eziologico più probabile?",C,medicina specialistica,Clinica,C,C,C
