,id,question,A,B,C,D,E,answer,category,macro category
3180,3181,tra i markers circolanti aspecifici quale è il più utilizzato nella pratica clinica per la diagnosi dei tumori neuroendocrini ?,antigene carcino embrionario (cea),alfafetoproteina (aft),cromogranina a,antigene polipeptidico tissutale (tpa),ca 15 - 3,C,Area Clinica 2019,radiologia e diagnostica
3181,3182,quale tra i seguenti parametri di laboratorio puo' essere spia di disfunzione tiroidea?,sideremia,ggt,colesterolemia,azotemia,latticodeidrogenasi (ldh),C,Area Clinica 2019,radiologia e diagnostica
3182,3183,qual è il test diagnostico per la fibrosi cistica?,tomografia ad alta risoluzione del torace,broncoscopia,spirometria,test del sudore,scintigrafia polmonare,D,Area Clinica 2019,radiologia e diagnostica
3183,3184,quale germe e' piu' frequentemente responsabile delle flogosi suppurative?,stafilococco epidermidis,diplococco,stafilococco aureo,streptococco fecale,streptococco viridans,C,Area Clinica 2019,radiologia e diagnostica
3184,3185,qual e' la principale via di eliminazione nell'organismo dei mezzi di contrasti organo iodati idrosolubili?,rettale,epatica,polmonare,salivare,renale,E,Area Clinica 2019,radiologia e diagnostica
3185,3186,rx addome in bianco: quali sono i segni patognomonici che confermano un sospetto clinico di occlusione intestinale?,falce d'aria sovra diaframmatica,falce d'aria sottodiaframmatica,livelli idroaerei intestinali,opacita' diffusa addominale,radio trasparenza diffusa addominale,C,Area Clinica 2019,radiologia e diagnostica
3186,3187,"nel caso di trauma muscolare con sospetto di ematoma post-traumatico del polpaccio, quale tecnica di diagnostica per immagini e' la piu' appropriata?",tc smdc,tc con mdc,radiografia convenzionale,xeroradiografia,ecografia,E,Area Clinica 2019,radiologia e diagnostica
3187,3188,nel sospetto di perforazione intestinale qual e' l'indagine strumentale di primo livello da richiedere in urgenza?,ecografia addome,radiografia dell' apparato digerente con bario,clisma opaco con mezzo di contrasto idrosolubile,clisma a doppio contrasto,radiografia dell' addome in bianco,E,Area Clinica 2019,radiologia e diagnostica
3188,3189,una cisti renale semplice all'esame ecografico sara':,anecogena,iperecogena,ipoecogena,isoecogena,mista,A,Area Clinica 2019,radiologia e diagnostica
3189,3190,qual e' l'indagine strumentale piu' indicata nel follow-up dei pazienti con pancreatite acuta?,ercp,colangio-rm,colangiografia,rm addome,ecografia,E,Area Clinica 2019,radiologia e diagnostica
3190,3191,quale delle seguenti indagini e' da considerarsi di elezione nello studio del midollo spinale?,rx del rachide,angiografia,tc del rachide,ecografia,rm,E,Area Clinica 2019,radiologia e diagnostica
3191,3192,nella stadiazione locale del tumore del polmone quale è l'indagine radiologica piu' indicata?,scintigrafia polmonare,tc torace senza mezzo di contrasto,broncoscopia,rx torace,tc torace con mezzo di contrasto,E,Area Clinica 2019,radiologia e diagnostica
3192,3193,paziente adulto (over 50) con episodi di ematuria ed esame ecografico negativo per calcolosi renale. qual e' l'indagine strumentale di secondo livello?,rx apparato urinario,ecografia con mdc,pielo-rm,urografia,uro-tc,E,Area Clinica 2019,radiologia e diagnostica
3193,3194,"nel sospetto clinico di frattura meniscale post-traumatica, quale indagine strumentale e' la piu' indicata?",rx convenzionale,rm convenzionale,ecografia,artro-rm,artro-tc,B,Area Clinica 2019,radiologia e diagnostica
3194,3195,donna con diagnosi mammografica di micro calcificazioni parenchimali. qual e' l'indagine di secondo livello?,galattografia,galatto-rm,biopsia eco-guidata,biopsia stereotassica,ecografia,D,Area Clinica 2019,radiologia e diagnostica
3195,3196,nel sospetto di ittero ostruttivo qual e' l'indagine strumentale di primo approccio?,colangio rm,ercp (colangio-pancreatografia retrograda per endoscopica),tc addome basale,ecografia addome,tc addome con mezzo di contrasto,D,Area Clinica 2019,radiologia e diagnostica
3196,3197,donna di 25 anni con nodulo mammario palpabile all' e.o.. qual e' l'esame strumentale piu' indicato?,galattografia,ecografia,mammografia,rm mammella,ceus (ecografia epatica con mezzo di contrasto),B,Area Clinica 2019,radiologia e diagnostica
3197,3198,quale indagine radiologica e' la piu' appropriata per la valutazione delle complicanze di una pancreatite acuta?,ecografia addome,rx addome,colangio-rm,tc con mdc,tc basale,D,Area Clinica 2019,radiologia e diagnostica
3198,3199,"nel sospetto di lesione neoplastica intestinale in un paziente di 70 anni con sangue occulto nelle feci positivo , quale indagine di secondo livello consente una diagnosi di certezza?",clisma opaco semplice,colonscopia tc,tc addome con mdc,clisma a doppio contrasto,colonsigmoidorettoendoscopia,E,Area Clinica 2019,radiologia e diagnostica
3199,3200,quale indagine permette una migliore valutazione della estensione della malattia scheletrica in caso di metastasi ossee osteo addensanti?,tc senza mezzo di contrasto total body,tc con mezzo di contrasto total body,scintigrafia ossea scheletrica,rm rachide lombosacrale,moc (mineralometria ossea computerizzata),C,Area Clinica 2019,radiologia e diagnostica
3200,3201,quali delle seguenti sono le fonti energetiche utilizzate in rmn?,infrarossi,campi magnetici e onde radio,radiazioni ionizzanti,onde radio,ultrasuoni,B,Area Clinica 2019,radiologia e diagnostica
3201,3202,"qual e' l'aspetto radiografico tipico del versamento pleurico alla radiografia del torace, in ortostatismo?",opacita' nodulare,area di radio trasparenza apicale,area di radio trasparenza basale,opacita' basale a margine superiore concavo,opacita' basale a margine superiore convesso,D,Area Clinica 2019,radiologia e diagnostica
3202,3203,nella patologia coronarica acuta quale indagine rappresenta il gold standard per la valutazione anatomica delle coronarie?,cardio-tc,ecocardiografia,cardio-rm,coronarografia,ecografia trans-esofagea,D,Area Clinica 2019,radiologia e diagnostica
3203,3204,quale indagine viene considerata di primo livello in un paziente con colica renale acuta ?,pielo-rm,uro-rm,ecografia renale e vie urinarie,uro-tc,urografia,C,Area Clinica 2019,radiologia e diagnostica
3204,3205,nel paziente con arteriopatia obliterante periferica quale indagine strumentale rappresenta il gold-standard per la diagnosi?,angio rm,angio tc,ecocolor-doppler,angiografia,tc basale,D,Area Clinica 2019,radiologia e diagnostica
3205,3206,quale indagine strumentale e' la piu' indicata per la valutazione della funzionalità renale ?,uro- tc,scintigrafia renale sequenziale,uro- rm,pielo-rm,urografia,B,Area Clinica 2019,radiologia e diagnostica
3206,3207,qual e' l'indagine di primo livello nel paziente con trauma cranico?,rx cranio,rm encefalo,tc basale,tc con mdc,rm con mdc,C,Area Clinica 2019,radiologia e diagnostica
3207,3208,nel sospetto di malattia infiammatoria cronica intestinale qual e' l'indagine strumentale che consente di poter effettuare una diagnosi?,entero-rm,rx apparato digerente,entero-tc,pancolonscopia,ecografia con mdc orale,D,Area Clinica 2019,radiologia e diagnostica
3208,3209,quale dei seguenti esami strumentali permette di porre diagnosi di embolia polmonare ?,rx torace,tc torace smdc,angio-tc torace,ecografia trans-esofagea,ecocardiografia,C,Area Clinica 2019,radiologia e diagnostica
3209,3210,quale dei seguenti test e' un marker precoce di patologia per la diagnosi di artrite reumatoide ?,ccp,fattore reumatoide,fattore reumatoide iga,waaler rose,fibrinogeno,A,Area Clinica 2019,radiologia e diagnostica
3210,3211,quale test di laboratorio si utilizza nel diabete per misurare indirettamente l'insulinemia ?,hb glicata,c peptide,glucagone,glucosio post prandiale,cortisolo,B,Area Clinica 2019,radiologia e diagnostica
3211,3212,quale delle seguenti affermazioni relative al dosaggio di laboratorio della prolattina e' falsa ?,varia in gravidanza,varia con lo stress,aumenta nelle prime ore del mattino,diminuisce nelle prime ore del mattino,varia con l'uso di alcuni farmaci,D,Area Clinica 2019,radiologia e diagnostica
3212,3213,quale delle seguenti apolipoproteine e' associata alle lipoproteine ad alta densita' o hdl ?,apo a,apo b,apo c,apo c1,apo c2,A,Area Clinica 2019,radiologia e diagnostica
3213,3214,nella diagnostica di laboratorio quale dei seguenti non e' un fattore di variabilita' analitica :,metodo di misura,strumento di misura,utente,esecuzione dell'esame,campione,E,Area Clinica 2019,radiologia e diagnostica
3214,3215,quale dei seguenti test di laboratorio non e' piu' attualmente utilizzato per la diagnosi di sifilide ?,vdrl,rpr,tpha,wassermann,fta abs,D,Area Clinica 2019,radiologia e diagnostica
3215,3216,qual è lo spessore ottimale nella tc ad alta frequenza spaziale (hrct) del polmone?,1 - 2 mm.,3 - 4 mm.,1 cm.,"0,1 mm.",5 - 6 mm.,A,Area Clinica 2019,radiologia e diagnostica
3216,3217,quale delle seguenti affermazioni è corretta rispetto alla metodica diagnostica denominata colangio- rm:,richiede l'uso del mezzo di contrasto,non necessita di norma dell'uso del mezzo di contrasto,necessita la cateterizzazione delle vie biliari,presenta rischi di radiazioni x,necessita di anestesia generale,B,Area Clinica 2019,radiologia e diagnostica
3217,3218,l'iter diagnostico radiologico in caso di sospetta perforazione gastrica inizia con:,pasto baritato,rx addome diretto in ortostasi,tc addome,ecografia,rx stomaco con m.d.c.idrosolubile per os,B,Area Clinica 2019,radiologia e diagnostica
3218,3219,quali proprietà deve possedere il radionuclide ideale per uso diagnostico?,"facilmente disponibile, a basso costo, emivita dell'ordine di ore, decadere senza emissioni di particelle ma solo di fotoni",a basso costo e decadere con emissioni di tipo beta positivo e negativo,"a basso costo, facilmente disponibile, e decadere con emissione di particelle ad alta energia",emivita di mesi senza emissione di particelle,"basso costo, emivita dell'ordine di minuti e decadere con emissioni gamma e beta",A,Area Clinica 2019,radiologia e diagnostica
3219,3220,"nel sospetto diagnostico di linfoadenopatie mediastiniche, quale tecnica di diagnostica per immagini vi pare la più idonea a valutare le strutture del mediastino?",ecografia,tc,ecocolor-doppler con m.d.c,radiogramma standard del torace,spect,B,Area Clinica 2019,radiologia e diagnostica
3220,3221,di quali sostanze sono costituiti i cristalli piezolelettrici?,bromuro d'argento,solfato di bario o gadolinio,tungsteno,cristalli naturali di quarzo e ceramiche sintetiche,cristalli di materiale plastico,D,Area Clinica 2019,radiologia e diagnostica
3221,3222,quali tra i seguenti criteri radiologici sono indicativi di malignità di un nodulo solitario del polmone :,"forma e margini irregolari, assenza di calcificazioni","forma e margini regolari, aspetto solido","forma e margini regolari, presenza di calcificazioni","forma e margini regolari, assenza di calcificazioni",presenza di calcificazioni e pattern concentrico,A,Area Clinica 2019,radiologia e diagnostica
3222,3223,la galattografia:,deve essere sempre eseguita in presenza di secrezione sierosa pluriorifiziale,e' richiesta nel preoperatorio per delineare la sede di una lesione e i suoi rapporti con il parenchima circostante,viene eseguita sotto guida rm,deve essere eseguita in presenza di secrezione mono-orifiziale previa esecuzione di striscio,viene eseguita sotto guida us,D,Area Clinica 2019,radiologia e diagnostica
3223,3224,nel sospetto clinico di rottura di aneurisma dell'aorta sottorenale qual è l'indagine di elezione?,rx addome diretto,tc senza e con mdc,rm,angiografia,tc senza mdc,B,Area Clinica 2019,radiologia e diagnostica
3224,3225,il tempo di dimezzamento fisico di un isotopo radioattivo è:,il tempo in cui la radioattività iniziale è ridotta al 50%,il tempo in cui la sorgente radioattiva scompare completamente,il tempo in cui la radioattività si riduce a zero,il tempo entro il quale può essere usato l'isotopo,nessuna delle altre risposte indicate,A,Area Clinica 2019,radiologia e diagnostica
3225,3226,"nello studio del retroperitoneo, la metodica di elezione è:",l'urografia,la tc,l'ecografia,il retropneumoperitoneo,la rm,B,Area Clinica 2019,radiologia e diagnostica
3226,3227,quale dei seguenti tessuti umani è il più resistente alle radiazioni?,il testicolo,la cute,il muscolo striato,l'ovaio,l'epitelio,C,Area Clinica 2019,radiologia e diagnostica
3227,3228,quale tecnica e metodologia d'esame è più sensibile nel carpire i primi segni di torsione testicolare?,urografia,tc,rm,ecografia + ecocolor-doppler,rx diretta addome,D,Area Clinica 2019,radiologia e diagnostica
3228,3229,la radiografia diretta dell'addome:,deve essere eseguita a digiuno,deve precedere la tc addominale,e' indicata nel sospetto di occlusione intestinale,richiede un mezzo di contrasto,"non viene più eseguita, in quanto sostituita dalla tc",C,Area Clinica 2019,radiologia e diagnostica
3229,3230,l'esame elettivo per la ricerca di metastasi ossee nel pz oncologico asintomatico è:,la scintigrafia ossea,rm,tc,la radiologia convenzionale,nessuna delle altre risposte indicate,A,Area Clinica 2019,radiologia e diagnostica
3230,3231,l'esame con rm dell'encefalo è assolutamente controindicato:,nei pz epilettici,nei pz con pregressa craniotomia,nei pz con anemia falciforme,nei portatori di pace-maker cardiaco,nei pz claustrofobici,D,Area Clinica 2019,radiologia e diagnostica
3231,3232,"nel sospetto diagnostico di pneumotorace, qualora il radiogramma del torace risulti equivoco, quale tecnica delle seguenti è la più idonea ai fini diagnostici?",tc,rm,ecografia,scintigrafia,angiografia,A,Area Clinica 2019,radiologia e diagnostica
3232,3233,qual è l'indagine di i istanza nella valutazione delle tendinopatie inserzionali dell'achilleo?,ecografia,rx a raggi molli,rm,tc,xerografia,A,Area Clinica 2019,radiologia e diagnostica
3233,3234,in quale caso è indicata l'esecuzione di una colangiografia percutanea?,colecistite cronica,ittero ostruttivo,colelitiasi,cirrosi biliare,epatocarcinoma,B,Area Clinica 2019,radiologia e diagnostica
